# Dataset: TUM
# Sequence: fr1desk
# Camera translation noise std: 0.07 m
# Camera rotation noise std: 0 m
# Landmark location noise std: 0.0 m

63 2913 13514
517.306408 516.469215 318.64304 255.313989
0 1     3.410000e+02 3.260000e+02
50 1088     3.732480e+02 6.220801e+01
50 1107     4.090799e+02 7.166363e+01
50 1110     3.060000e+02 8.400000e+01
50 1112     3.730000e+02 8.100000e+01
50 1125     2.448507e+02 1.373553e+02
50 1141     1.552712e+02 5.971969e+01
50 1147     5.320000e+02 5.800000e+01
50 1154     4.790017e+02 7.464961e+01
50 1161     6.190000e+02 6.200000e+01
50 1191     2.430000e+02 1.360000e+02
50 1198     3.015844e+02 6.569166e+01
50 1203     2.280000e+02 2.000000e+01
50 1215     4.104000e+02 2.160000e+02
50 1217     3.710000e+02 2.080000e+02
50 1218     3.458765e+02 2.090189e+02
50 1219     4.914433e+02 1.099008e+02
50 1220     4.329677e+02 1.119744e+02
50 1222     3.012000e+02 1.104000e+02
50 1223     4.780800e+02 7.488000e+01
50 1225     4.777575e+02 7.464961e+01
50 1227     3.214081e+02 8.916481e+01
50 1228     2.280960e+02 8.294402e+01
50 1245     4.416000e+02 2.112000e+02
50 1250     3.038400e+02 1.080000e+02
50 1259     4.752692e+02 9.455617e+01
50 1263     5.313600e+02 2.736000e+01
50 1286     2.678400e+02 5.875201e+01
50 1290     7.257600e+01 1.088640e+02
50 1294     7.166363e+01 1.074954e+02
50 1298     4.478977e+02 1.700352e+02
50 1299     4.305600e+02 6.480000e+01
50 1300     3.196800e+02 9.676801e+01
50 1301     3.193344e+02 9.953281e+01
50 1304     2.700000e+02 6.000000e+01
50 1332     2.088000e+02 8.928001e+01
50 1339     3.614400e+02 9.648000e+01
50 1340     3.611520e+02 9.504001e+01
50 1341     3.096000e+02 1.008000e+02
50 1343     3.553322e+02 9.256552e+01
50 1348     3.628801e+02 7.050241e+01
50 1353     1.416960e+02 3.456000e+01
50 1361     3.027456e+02 1.078272e+02
50 1362     4.449600e+02 1.699200e+02
50 1363     3.359232e+02 1.667175e+02
50 1364     4.240098e+02 1.164534e+02
50 1372     4.230145e+02 1.285632e+02
50 1373     3.369600e+02 1.684800e+02
50 1379     3.906663e+02 1.119744e+02
50 1392     3.195003e+02 8.659355e+01
50 1402     2.900000e+02 9.000000e+01
50 1414     1.929600e+02 9.360001e+01
50 1425     3.284583e+02 6.469633e+01
50 1441     2.600000e+02 1.130000e+02
50 1444     3.093120e+02 7.084801e+01
50 1445     2.358928e+02 8.957954e+01
50 1448     1.065600e+02 6.048000e+01
50 1449     1.410000e+02 3.500000e+01
50 1452     3.807130e+02 1.293927e+02
50 1456     3.139200e+02 1.224000e+02
50 1460     3.650000e+02 7.100000e+01
50 1461     3.240000e+02 8.400000e+01
50 1462     2.177280e+02 8.812801e+01
50 1465     3.052800e+02 2.174400e+02
50 1466     3.691009e+02 2.073600e+02
50 1467     3.708000e+02 2.076000e+02
50 1468     3.470000e+02 2.070000e+02
50 1469     3.045704e+02 2.120049e+02
50 1473     3.060000e+02 2.100000e+02
50 1474     3.900000e+02 1.290000e+02
50 1484     3.160000e+02 1.190000e+02
50 1491     3.250000e+02 7.800000e+01
50 1494     2.892000e+02 9.000000e+01
50 1501     2.073600e+02 8.985601e+01
50 1502     4.700000e+01 9.500000e+01
50 1513     4.130000e+02 2.400000e+01
50 1515     1.411200e+02 3.456000e+01
50 1516     1.128000e+02 3.960000e+01
50 1517     1.123200e+02 3.888000e+01
50 1540     7.320001e+01 1.080000e+02
50 1551     1.620000e+02 6.300000e+01
50 1552     2.654208e+02 5.806081e+01
50 1554     3.384000e+02 4.080000e+01
50 1575     1.188000e+02 4.800000e+01
50 1611     8.100000e+01 2.300000e+01
50 1617     3.540000e+02 8.700000e+01
50 1639     1.404000e+02 3.480000e+01
50 1665     3.588000e+02 8.760001e+01
50 1682     2.388788e+02 6.867764e+01
50 1722     2.419200e+02 1.278720e+02
50 1726     3.941500e+02 1.134674e+02
50 1732     7.560001e+01 8.760001e+01
50 1750     2.220000e+02 8.100000e+01
50 1757     4.260000e+02 4.800000e+01
50 1789     3.749760e+02 2.384640e+02
50 1790     3.792200e+02 2.358928e+02
50 1791     3.460000e+02 2.240000e+02
50 1834     5.648487e+02 4.727809e+01
50 1856     4.020000e+02 5.100000e+01
50 1859     2.952000e+02 9.792001e+01
50 1862     3.547350e+02 9.316272e+01
50 1863     3.220000e+02 9.000000e+01
50 1864     3.214080e+02 8.812801e+01
50 1867     4.031079e+02 7.763560e+01
50 1868     3.259700e+02 8.709121e+01
50 1869     3.117368e+02 8.957954e+01
50 1871     3.762341e+02 7.524681e+01
50 1873     2.426112e+02 8.501761e+01
50 1875     2.952000e+02 6.624000e+01
50 1958     3.830400e+02 1.339200e+02
50 1991     4.299818e+02 1.110786e+02
50 2002     3.991680e+02 5.184000e+01
50 2041     5.472000e+02 1.497600e+02
50 2052     3.530000e+02 8.400000e+01
50 2059     5.051290e+02 9.206786e+01
50 2075     3.564000e+02 1.344000e+02
50 2089     2.779200e+02 7.776000e+01
50 2091     4.953600e+02 1.209600e+02
50 2092     4.976641e+02 1.202688e+02
50 2104     4.363200e+02 1.152000e+02
50 2106     5.200000e+02 1.120000e+02
50 2107     5.196000e+02 1.116000e+02
50 2108     5.184000e+02 1.123200e+02
50 2119     4.890240e+02 1.071360e+02
50 2122     5.016454e+02 1.003291e+02
50 2134     2.363904e+02 1.099008e+02
50 2136     3.105424e+02 1.224254e+02
50 2137     1.930000e+02 9.300000e+01
50 2151     2.592000e+02 9.123841e+01
50 2156     2.229120e+02 7.948801e+01
50 2167     2.896405e+02 2.836685e+02
50 2168     2.954880e+02 2.903040e+02
50 2169     3.450000e+02 2.830000e+02
50 2170     3.433882e+02 2.806826e+02
50 2190     2.650000e+02 1.080000e+02
50 2199     3.732000e+02 1.236000e+02
50 2210     2.200000e+01 4.060000e+02
50 2213     5.000000e+01 4.090000e+02
50 2218     3.881780e+02 2.264371e+02
50 2221     4.084993e+02 2.156544e+02
50 2222     4.095360e+02 2.160000e+02
50 2223     4.180378e+02 2.139955e+02
50 2236     3.493602e+02 1.373553e+02
50 2241     4.890000e+02 1.150000e+02
50 2242     4.156491e+02 1.397441e+02
50 2243     3.948000e+02 1.200000e+02
50 2244     3.945600e+02 1.195200e+02
50 2254     3.300000e+02 2.448000e+02
50 2256     3.559680e+02 2.367360e+02
50 2260     3.881780e+02 2.239488e+02
50 2261     3.682714e+02 2.090189e+02
50 2265     3.456000e+02 2.073600e+02
50 2284     3.583181e+02 2.567947e+02
50 2296     2.956125e+02 2.896405e+02
50 2303     3.559680e+02 2.574720e+02
50 2304     3.530000e+02 2.530000e+02
50 2306     3.528000e+02 2.462400e+02
50 2309     3.462913e+02 2.322432e+02
50 2313     3.900000e+02 2.380000e+02
50 2317     3.458765e+02 2.189722e+02
50 2318     3.628800e+02 2.229120e+02
50 2319     3.877632e+02 2.260224e+02
50 2323     3.697920e+02 2.073600e+02
50 2342     3.643200e+02 2.217600e+02
50 2343     3.864000e+02 2.292000e+02
50 2345     3.956429e+02 2.164839e+02
50 2349     2.448000e+02 1.272000e+02
50 2359     3.508532e+02 1.368576e+02
50 2363     2.462400e+02 9.072000e+01
50 2364     5.184001e+02 1.451520e+02
50 2365     4.986594e+02 1.224254e+02
50 2366     4.944000e+02 1.212000e+02
50 2368     4.920000e+02 8.400000e+01
50 2369     4.658136e+02 9.316272e+01
50 2370     4.723200e+02 7.776000e+01
50 2373     3.654845e+02 1.039123e+02
50 2374     3.912000e+02 1.032000e+02
50 2375     5.046314e+02 9.256552e+01
50 2376     2.574720e+02 9.158401e+01
50 2377     5.702401e+01 3.421440e+02
50 2378     3.009872e+02 1.039123e+02
50 2379     3.757364e+02 9.953281e+01
50 2380     4.514809e+02 8.241318e+01
50 2381     3.888000e+02 9.120001e+01
50 2382     2.880000e+02 9.072000e+01
50 2383     3.784320e+02 6.393601e+01
50 2384     2.220000e+02 8.040000e+01
50 2385     3.441600e+02 6.480000e+01
50 2386     2.115072e+02 7.962625e+01
50 2387     3.045704e+02 6.808045e+01
50 2388     3.310000e+02 6.200000e+01
50 2390     3.185050e+02 5.971969e+01
50 2391     2.662503e+02 5.723137e+01
50 2392     3.248640e+02 5.702401e+01
50 2393     3.254400e+02 5.616000e+01
50 2394     5.826817e+02 2.301696e+02
50 2400     5.050000e+02 2.010000e+02
50 2409     2.149909e+02 7.524681e+01
50 2410     2.149909e+02 7.464961e+01
50 2411     5.083200e+02 2.880000e+02
50 2412     5.101057e+02 2.861568e+02
50 2413     5.097600e+02 2.868480e+02
50 2414     5.316000e+02 2.112000e+02
50 2415     5.275239e+02 2.115072e+02
50 2416     5.320000e+02 2.110000e+02
50 2417     5.210000e+02 2.120000e+02
50 2418     5.220000e+02 2.124000e+02
50 2419     5.313600e+02 2.102400e+02
50 2420     5.304960e+02 2.108160e+02
50 2421     5.495041e+02 1.804032e+02
50 2422     5.518100e+02 1.791591e+02
50 2423     5.494211e+02 1.791591e+02
50 2424     4.392000e+02 2.203200e+02
50 2425     5.220000e+02 1.812000e+02
50 2426     5.633281e+02 1.710720e+02
50 2427     5.613651e+02 1.702011e+02
50 2428     5.623604e+02 1.692058e+02
50 2429     3.067200e+02 2.059200e+02
50 2430     5.733090e+02 1.313833e+02
50 2431     3.540000e+02 2.736000e+02
50 2432     2.976000e+02 3.108000e+02
50 2435     3.670000e+02 2.710000e+02
50 2455     3.960000e+02 2.908800e+02
50 2457     3.441600e+02 2.822400e+02
50 2458     3.957120e+02 2.903040e+02
50 2459     3.960576e+02 2.882304e+02
50 2460     3.700800e+02 2.851200e+02
50 2462     3.691009e+02 2.840833e+02
50 2463     3.707597e+02 2.836685e+02
50 2464     3.702621e+02 2.836685e+02
50 2465     3.911640e+02 2.866545e+02
50 2466     5.590000e+02 7.100000e+01
50 2467     5.536513e+02 1.327104e+02
50 2468     5.553931e+02 1.289945e+02
50 2469     3.836161e+02 1.347840e+02
50 2470     4.910400e+02 1.108800e+02
50 2471     4.907520e+02 1.105920e+02
50 2472     5.329153e+02 5.806081e+01
50 2473     5.313600e+02 5.760000e+01
50 2474     5.080321e+02 9.123841e+01
50 2475     4.632000e+02 8.880000e+01
50 2476     2.460000e+02 1.270000e+02
50 2477     3.939841e+02 1.202688e+02
50 2478     4.360000e+02 1.150000e+02
50 2481     2.972160e+02 3.110400e+02
50 2482     2.966400e+02 3.110400e+02
50 2484     3.758400e+02 2.649600e+02
50 2485     3.767040e+02 2.643840e+02
50 2486     3.732480e+02 2.637620e+02
50 2488     3.540000e+02 2.556000e+02
50 2491     4.160000e+02 2.450000e+02
50 2493     4.233600e+02 2.433600e+02
50 2495     3.456000e+02 2.232000e+02
50 2496     4.449117e+02 2.239488e+02
50 2497     4.406400e+02 2.194560e+02
50 2501     4.001219e+02 2.149909e+02
50 2503     4.514809e+02 1.719927e+02
50 2507     3.284583e+02 1.015235e+02
50 2508     3.193344e+02 1.119744e+02
50 2510     4.048995e+02 1.074954e+02
50 2512     3.971360e+02 1.254114e+02
50 2515     4.396033e+02 1.161216e+02
50 2516     4.268160e+02 1.157760e+02
50 2517     4.371841e+02 1.157760e+02
50 2522     2.799360e+02 9.504001e+01
50 2526     3.400000e+01 4.490000e+02
50 2533     2.902377e+02 2.974041e+02
50 2534     3.010000e+02 2.530000e+02
50 2536     3.000000e+02 2.520000e+02
50 2542     4.644000e+02 2.904000e+02
50 2543     5.440000e+02 2.500000e+02
50 2544     5.432833e+02 2.488320e+02
50 2545     5.434492e+02 2.478367e+02
50 2546     5.446436e+02 2.436564e+02
50 2547     5.667841e+02 2.419200e+02
50 2548     5.688000e+02 2.412000e+02
50 2549     5.648487e+02 2.388788e+02
50 2550     5.643511e+02 2.388788e+02
50 2551     5.218561e+02 2.194560e+02
50 2552     5.212800e+02 2.188800e+02
50 2553     5.100000e+02 2.880000e+02
50 2554     5.088000e+02 2.880000e+02
50 2555     3.442177e+02 2.820096e+02
50 2556     3.960000e+02 2.916000e+02
50 2557     4.670000e+02 2.900000e+02
50 2558     3.720000e+02 2.856000e+02
50 2559     4.665601e+02 2.882304e+02
50 2560     4.653159e+02 2.886452e+02
50 2561     4.665600e+02 2.894400e+02
50 2562     4.651200e+02 3.081600e+02
50 2563     4.628276e+02 3.075564e+02
50 2565     4.631040e+02 3.093120e+02
50 2566     4.622304e+02 3.045704e+02
50 2567     2.903040e+02 2.985985e+02
50 2568     3.770000e+02 2.650000e+02
50 2569     4.110000e+02 2.510000e+02
50 2571     5.046314e+02 1.970750e+02
50 2572     4.959360e+02 1.900800e+02
50 2573     5.097600e+02 1.866240e+02
50 2574     5.101057e+02 1.866240e+02
50 2575     3.060634e+02 2.090189e+02
50 2576     3.068929e+02 2.073600e+02
50 2610     5.817600e+02 2.318400e+02
50 2628     4.976641e+02 1.219277e+02
50 2630     4.920000e+02 1.116000e+02
50 2647     5.918400e+02 2.001600e+02
50 2648     5.909761e+02 1.990656e+02
50 2649     5.897319e+02 1.990656e+02
50 2655     5.016454e+02 1.218282e+02
50 2670     3.940000e+02 2.910000e+02
50 2671     3.715201e+02 2.851200e+02
50 2672     5.106034e+02 1.881170e+02
50 2832     2.246400e+02 2.736000e+01
50 2835     2.513204e+02 1.244160e+02
50 2846     6.635521e+01 8.709121e+01
50 2847     7.430401e+01 8.812801e+01
50 2861     1.596672e+02 6.220801e+01
50 2864     3.750000e+02 2.390000e+02
50 2868     2.856000e+02 8.160001e+01
50 2873     3.672000e+02 2.712000e+02
50 2876     3.773953e+02 2.633472e+02
50 2877     3.542400e+02 2.730240e+02
50 2879     4.100000e+02 1.060000e+02
50 2880     3.804000e+02 2.640000e+02
50 2881     3.096000e+02 9.936000e+01
50 2882     7.464961e+01 8.709121e+01
50 2883     4.152000e+02 2.448000e+02
50 2884     4.022784e+02 2.405376e+02
50 2885     4.006196e+02 2.413671e+02
50 2886     4.680000e+01 9.480000e+01
50 2887     2.332800e+02 9.504001e+01
50 2888     2.280000e+02 7.320001e+01
51 643     3.324000e+02 9.840000e+01
51 683     2.974041e+02 1.934918e+02
51 715     4.870000e+02 2.160000e+02
51 717     4.564800e+02 2.174400e+02
51 738     2.966400e+02 1.944000e+02
51 743     2.108160e+02 1.624320e+02
51 763     3.856897e+02 2.438554e+02
51 816     5.060000e+02 1.380000e+02
51 909     1.831680e+02 1.261440e+02
51 912     2.985985e+02 1.928448e+02
51 966     2.185741e+02 1.433273e+02
51 1004     4.867200e+02 2.160000e+02
51 1011     3.545857e+02 1.555200e+02
51 1041     4.271617e+02 5.806081e+01
51 1042     3.911640e+02 1.403413e+02
51 1044     3.558298e+02 1.567642e+02
51 1045     3.528000e+02 1.569600e+02
51 1046     3.404160e+02 1.296000e+02
51 1059     4.276800e+02 5.760000e+01
51 1061     3.971360e+02 6.569166e+01
51 1063     2.388788e+02 8.360757e+01
51 1068     2.944512e+02 8.501761e+01
51 1070     3.475686e+02 1.325777e+02
51 1083     5.135894e+02 6.569166e+01
51 1084     3.412800e+02 1.094400e+02
51 1088     3.408999e+02 9.206786e+01
51 1107     3.726509e+02 1.039123e+02
51 1112     3.420000e+02 1.090000e+02
51 1119     3.180000e+02 5.280000e+01
51 1120     3.068929e+02 3.939841e+01
51 1125     2.094336e+02 1.617408e+02
51 1126     1.296000e+02 8.985601e+01
51 1141     1.368576e+02 8.957953e+01
51 1147     4.890000e+02 9.200000e+01
51 1154     4.437505e+02 1.036800e+02
51 1156     3.404023e+02 9.256552e+01
51 1191     2.100000e+02 1.620000e+02
51 1198     2.657526e+02 9.256552e+01
51 1200     1.260000e+02 6.300000e+01
51 1201     1.410048e+02 8.294402e+01
51 1203     2.080000e+02 4.700000e+01
51 1206     3.888000e+02 3.360000e+01
51 1218     2.966400e+02 2.376000e+02
51 1219     4.478977e+02 1.393459e+02
51 1222     2.676000e+02 1.380000e+02
51 1223     4.435200e+02 1.036800e+02
51 1225     4.419257e+02 1.045095e+02
51 1231     3.757364e+02 5.723137e+01
51 1234     3.888000e+02 3.283201e+01
51 1250     2.678400e+02 1.368000e+02
51 1251     2.717246e+02 1.164534e+02
51 1254     4.568557e+02 1.522852e+02
51 1256     6.100000e+02 3.500000e+01
51 1259     4.354561e+02 1.244160e+02
51 1273     3.732481e+02 1.015235e+02
51 1286     2.433600e+02 8.640000e+01
51 1290     5.184000e+01 1.339200e+02
51 1294     5.673371e+01 1.313833e+02
51 1295     3.587328e+02 2.737152e+02
51 1298     3.981313e+02 2.015540e+02
51 1299     3.960000e+02 9.480000e+01
51 1304     2.448000e+02 8.640000e+01
51 1316     3.974400e+01 3.283201e+01
51 1326     3.960000e+01 3.360000e+01
51 1329     2.358928e+02 1.283973e+02
51 1332     1.828800e+02 1.166400e+02
51 1340     3.248640e+02 1.226880e+02
51 1341     2.760000e+02 1.290000e+02
51 1343     3.234817e+02 1.219277e+02
51 1348     3.297025e+02 9.953281e+01
51 1352     2.674944e+02 9.331201e+01
51 1353     1.260000e+02 6.360000e+01
51 1361     2.678400e+02 1.365120e+02
51 1363     2.956125e+02 1.940890e+02
51 1373     2.980000e+02 1.950000e+02
51 1382     3.255552e+02 1.223424e+02
51 1394     2.836800e+02 1.022400e+02
51 1396     1.863254e+02 1.218282e+02
51 1397     2.320000e+02 9.500000e+01
51 1398     2.315520e+02 9.504001e+01
51 1402     2.590000e+02 1.170000e+02
51 1405     2.557440e+02 1.192320e+02
51 1411     2.400732e+02 1.039123e+02
51 1421     3.151873e+02 9.331201e+01
51 1444     2.816640e+02 1.002240e+02
51 1445     2.060329e+02 1.164534e+02
51 1450     6.840000e+01 4.920000e+01
51 1460     3.330000e+02 9.900000e+01
51 1466     3.179520e+02 2.384640e+02
51 1473     2.580000e+02 2.376000e+02
51 1513     3.850000e+02 5.300000e+01
51 1515     1.252800e+02 6.336000e+01
51 1540     5.300000e+01 1.330000e+02
51 1544     3.360000e+02 1.056000e+02
51 1551     1.390000e+02 9.000000e+01
51 1552     2.405376e+02 8.501761e+01
51 1566     4.000000e+01 3.400000e+01
51 1598     2.056320e+02 1.261440e+02
51 1681     9.853749e+01 8.062158e+01
51 1722     2.090189e+02 1.612432e+02
51 1724     2.280000e+02 1.500000e+02
51 1728     2.550528e+02 2.426112e+02
51 1732     5.520000e+01 1.140000e+02
51 1744     3.400000e+02 1.280000e+02
51 1768     2.472000e+02 4.800000e+01
51 1769     2.476800e+02 4.752000e+01
51 1789     3.196800e+02 2.678400e+02
51 1791     2.950000e+02 2.520000e+02
51 1828     4.694400e+02 1.209600e+02
51 1830     5.088118e+02 1.469104e+02
51 1862     3.224864e+02 1.218282e+02
51 1863     2.880000e+02 1.170000e+02
51 1864     2.882304e+02 1.161216e+02
51 1877     1.308000e+02 8.880000e+01
51 1878     3.749760e+02 5.875201e+01
51 1910     3.600000e+02 1.350000e+02
51 1930     4.900000e+02 2.000000e+01
51 1958     3.427200e+02 1.641600e+02
51 1970     2.508000e+02 2.664000e+02
51 1971     2.540000e+02 2.440000e+02
51 1987     8.160001e+01 6.840000e+01
51 1991     3.941500e+02 1.397441e+02
51 1996     3.800000e+02 1.000000e+02
51 2002     3.686400e+02 8.064000e+01
51 2040     4.997377e+02 1.762560e+02
51 2048     3.360000e+02 8.400000e+01
51 2063     4.475520e+02 1.192320e+02
51 2106     4.760000e+02 1.420000e+02
51 2107     4.752000e+02 1.416000e+02
51 2119     4.478977e+02 1.389312e+02
51 2128     3.720000e+02 5.500000e+01
51 2136     2.747106e+02 1.492992e+02
51 2149     2.280000e+02 1.200000e+02
51 2156     1.969920e+02 1.057536e+02
51 2167     2.299208e+02 3.105424e+02
51 2169     2.844000e+02 3.108000e+02
51 2170     2.836685e+02 3.105424e+02
51 2176     3.200000e+01 6.600000e+01
51 2217     3.045704e+02 2.538087e+02
51 2218     3.359232e+02 2.550528e+02
51 2220     2.964000e+02 2.376000e+02
51 2224     3.853440e+02 2.419200e+02
51 2260     3.359232e+02 2.538087e+02
51 2261     3.172608e+02 2.384640e+02
51 2265     2.961101e+02 2.388788e+02
51 2268     2.000000e+02 1.310000e+02
51 2312     3.209933e+02 2.662503e+02
51 2319     3.352320e+02 2.557440e+02
51 2339     3.153600e+02 2.520000e+02
51 2343     3.348000e+02 2.556000e+02
51 2349     2.112000e+02 1.548000e+02
51 2357     3.151873e+02 1.638144e+02
51 2361     2.125440e+02 1.157760e+02
51 2365     4.514809e+02 1.469104e+02
51 2370     4.337280e+02 1.071360e+02
51 2372     4.356000e+02 1.068000e+02
51 2378     2.687386e+02 1.361609e+02
51 2380     4.156491e+02 1.110786e+02
51 2382     2.577600e+02 1.180800e+02
51 2383     3.484800e+02 9.216000e+01
51 2384     1.956000e+02 1.092000e+02
51 2385     3.139200e+02 9.216000e+01
51 2388     3.030000e+02 8.900000e+01
51 2389     2.980000e+02 9.000000e+01
51 2390     2.886452e+02 8.957953e+01
51 2391     2.413671e+02 8.460289e+01
51 2392     2.954880e+02 8.467200e+01
51 2393     2.966400e+02 8.496001e+01
51 2400     4.440000e+02 2.364000e+02
51 2407     4.026240e+02 2.384640e+02
51 2411     4.478977e+02 3.172608e+02
51 2412     4.478977e+02 3.165144e+02
51 2413     4.437505e+02 3.214081e+02
51 2414     4.692000e+02 2.436000e+02
51 2415     4.665601e+02 2.426112e+02
51 2416     4.700000e+02 2.440000e+02
51 2419     4.680000e+02 2.433600e+02
51 2420     4.665601e+02 2.436480e+02
51 2421     4.914433e+02 2.135808e+02
51 2422     4.944791e+02 2.114077e+02
51 2423     4.926874e+02 2.120049e+02
51 2424     3.864000e+02 2.508000e+02
51 2426     5.080321e+02 2.032128e+02
51 2428     5.051290e+02 2.040423e+02
51 2438     3.193344e+02 2.674944e+02
51 2444     3.856897e+02 2.260224e+02
51 2457     2.833920e+02 3.110400e+02
51 2460     3.081600e+02 3.124800e+02
51 2461     3.084000e+02 3.132000e+02
51 2463     3.045704e+02 3.135284e+02
51 2465     3.284583e+02 3.165144e+02
51 2467     5.076173e+02 1.642291e+02
51 2468     5.231445e+02 1.540768e+02
51 2469     3.442177e+02 1.638144e+02
51 2470     4.478400e+02 1.411200e+02
51 2471     4.475520e+02 1.399680e+02
51 2474     4.686337e+02 1.223424e+02
51 2475     4.236000e+02 1.188000e+02
51 2476     2.120000e+02 1.550000e+02
51 2477     3.533415e+02 1.492992e+02
51 2487     3.081536e+02 3.117368e+02
51 2493     3.660000e+02 2.736000e+02
51 2494     3.680640e+02 2.695680e+02
51 2507     2.926265e+02 1.313833e+02
51 2508     2.868480e+02 1.382400e+02
51 2509     2.902377e+02 1.325777e+02
51 2510     3.690677e+02 1.361609e+02
51 2511     2.570000e+02 1.420000e+02
51 2512     3.583181e+02 1.552712e+02
51 2513     2.600000e+02 1.370000e+02
51 2533     2.364900e+02 3.296527e+02
51 2538     2.760000e+02 2.760000e+02
51 2542     3.996000e+02 3.204000e+02
51 2544     4.769281e+02 2.820096e+02
51 2545     4.777575e+02 2.806826e+02
51 2546     4.765631e+02 2.794882e+02
51 2548     5.030000e+02 2.750000e+02
51 2549     5.001524e+02 2.737152e+02
51 2551     4.631040e+02 2.540160e+02
51 2553     4.476000e+02 3.180000e+02
51 2554     4.475520e+02 3.179520e+02
51 2555     2.836685e+02 3.085517e+02
51 2556     3.340000e+02 3.200000e+02
51 2557     4.000000e+02 3.210000e+02
51 2563     3.971360e+02 3.374163e+02
51 2564     4.080000e+02 3.372000e+02
51 2565     3.981313e+02 3.384116e+02
51 2566     3.977332e+02 3.368191e+02
51 2567     2.332800e+02 3.231360e+02
51 2568     3.220000e+02 2.930000e+02
51 2569     3.510000e+02 2.810000e+02
51 2570     4.458240e+02 2.350080e+02
51 2571     4.454093e+02 2.314138e+02
51 2575     2.562970e+02 2.388788e+02
51 2576     2.574720e+02 2.367360e+02
51 2603     3.283200e+02 3.196800e+02
51 2604     4.780000e+02 2.850000e+02
51 2605     4.769280e+02 2.851200e+02
51 2606     4.776000e+02 2.832000e+02
51 2607     4.780800e+02 2.836800e+02
51 2608     5.200000e+02 2.650000e+02
51 2609     5.196000e+02 2.652000e+02
51 2610     5.184000e+02 2.649600e+02
51 2611     5.399655e+02 2.463437e+02
51 2612     6.040000e+02 2.150000e+02
51 2626     6.030721e+02 1.382400e+02
51 2628     4.578510e+02 1.517875e+02
51 2647     5.299200e+02 2.332800e+02
51 2648     5.308417e+02 2.322432e+02
51 2649     5.275239e+02 2.314138e+02
51 2650     4.435200e+02 2.361600e+02
51 2651     4.872961e+02 2.160000e+02
51 2652     5.316000e+02 1.980000e+02
51 2653     2.557440e+02 2.419200e+02
51 2654     4.802458e+02 1.667175e+02
51 2655     4.586472e+02 1.540768e+02
51 2656     4.490000e+02 1.180000e+02
51 2657     5.558400e+02 9.504000e+01
51 2658     5.548954e+02 9.455617e+01
51 2659     5.557249e+02 9.331201e+01
51 2660     5.698254e+02 1.244160e+02
51 2661     5.673371e+02 1.254114e+02
51 2662     5.736960e+02 1.244160e+02
51 2663     5.822670e+02 9.206786e+01
51 2664     5.745600e+02 1.238400e+02
51 2665     3.398400e+02 1.281600e+02
51 2666     3.441600e+02 8.928001e+01
51 2667     2.115072e+02 1.144627e+02
51 2668     9.674590e+01 8.241318e+01
51 2669     4.855681e+02 5.356800e+01
51 2670     3.300000e+02 3.216000e+02
51 2687     1.416000e+02 8.520001e+01
51 2832     2.050000e+02 5.400000e+01
51 2834     3.060000e+02 1.090000e+02
51 2835     2.164839e+02 1.468109e+02
51 2838     8.400000e+01 3.240000e+01
51 2844     8.352000e+01 3.168000e+01
51 2847     5.472000e+01 1.137600e+02
51 2859     3.800000e+02 1.590000e+02
51 2861     1.382400e+02 8.985601e+01
51 2873     3.096000e+02 3.024000e+02
51 2880     3.216000e+02 2.928000e+02
51 2881     2.760000e+02 1.284000e+02
51 2887     2.052864e+02 1.181952e+02
51 2889     3.744000e+02 1.555200e+02
51 2890     2.073600e+02 4.752000e+01
52 67     5.992705e+02 1.492992e+02
52 643     2.940000e+02 1.620000e+02
52 664     4.514809e+02 1.325777e+02
52 683     2.436564e+02 2.508227e+02
52 713     5.892480e+02 2.678400e+02
52 714     5.690000e+02 2.740000e+02
52 715     4.120000e+02 2.940000e+02
52 731     3.230000e+02 7.900000e+01
52 736     1.540800e+02 1.656000e+02
52 738     2.436480e+02 2.540160e+02
52 743     1.693440e+02 2.125440e+02
52 744     1.741824e+02 1.617408e+02
52 745     1.608000e+02 1.668000e+02
52 763     3.151873e+02 3.110400e+02
52 765     3.939840e+02 2.280960e+02
52 766     4.188000e+02 2.268000e+02
52 818     4.458241e+02 2.198016e+02
52 860     5.944321e+02 2.540160e+02
52 912     2.426112e+02 2.529792e+02
52 1004     4.116000e+02 2.940000e+02
52 1011     3.024000e+02 2.211840e+02
52 1013     4.419257e+02 5.673371e+01
52 1018     5.598721e+02 1.745280e+02
52 1035     3.268800e+02 2.721600e+02
52 1041     3.919105e+02 1.285632e+02
52 1042     3.439854e+02 2.114077e+02
52 1043     3.608065e+02 1.020211e+02
52 1044     3.060634e+02 2.189722e+02
52 1045     3.024000e+02 2.217600e+02
52 1046     2.972160e+02 1.918080e+02
52 1059     3.916800e+02 1.281600e+02
52 1063     2.060329e+02 1.373553e+02
52 1070     3.015844e+02 1.970750e+02
52 1092     4.280000e+02 8.200000e+01
52 1096     3.922560e+02 8.467200e+01
52 1111     4.812000e+02 7.440000e+01
52 1118     2.885760e+02 1.140480e+02
52 1119     2.880000e+02 1.137600e+02
52 1120     2.806826e+02 1.015235e+02
52 1122     2.960000e+02 8.300000e+01
52 1125     1.700352e+02 2.115072e+02
52 1126     1.088640e+02 1.347840e+02
52 1141     1.164534e+02 1.343693e+02
52 1143     1.308000e+02 7.320001e+01
52 1147     4.360000e+02 1.730000e+02
